customerID,Contract,tenure,MonthlyCharges,Churn,rule_risk_score,ChurnProbability,RiskTier
2402-TAIRZ,One year,37,80.05,No,3,0.3,Medium
9659-ZTWSM,One year,66,107.35,No,2,0.382,Medium
9139-TWBAS,One year,26,47.85,No,1,0.168,Low
6685-GBWJZ,One year,63,70.8,No,1,0.053,Low
5016-ETTFF,Month-to-month,10,29.5,Yes,6,0.593,High
3866-MDTUB,Month-to-month,2,70.75,Yes,7,0.747,Critical
2195-VVRJF,Month-to-month,18,59.1,No,4,0.604,High
3913-RDSJZ,Two year,64,25.55,No,0,0.016,Low
8058-JMEQO,Month-to-month,9,84.45,Yes,8,0.897,Critical
4203-QGNZA,Month-to-month,28,20.25,No,3,0.157,Low
5043-TRZWM,Month-to-month,1,75.55,No,8,0.76,Critical
0697-ZMSWS,Month-to-month,4,85.65,Yes,8,0.893,Critical
7657-DYEPJ,One year,38,70.15,Yes,1,0.241,Medium
9494-BDNNC,One year,66,95.3,No,3,0.289,Medium
1640-PLFMP,Month-to-month,1,70.25,No,8,0.832,Critical
5366-OBVMR,Month-to-month,18,50.3,No,3,0.528,High
8276-MQBYC,Month-to-month,51,97.8,Yes,6,0.789,Critical
7644-OMVMY,Two year,0,19.85,No,2,0.1,Low
7593-XFKDI,Month-to-month,1,46.3,Yes,6,0.676,High
4573-JKNAE,Two year,12,19.35,No,2,0.051,Low
0337-CNPZE,Month-to-month,41,106.3,Yes,6,0.792,Critical
9817-APLHW,Month-to-month,12,25.0,No,5,0.371,Medium
8380-MQINP,Two year,55,20.3,No,0,0.012,Low
0840-DFEZH,Month-to-month,7,75.35,No,8,0.851,Critical
1513-XNPPH,Month-to-month,12,89.4,Yes,7,0.753,Critical
8690-ZVLCL,Two year,68,88.0,No,1,0.032,Low
6015-VVHHE,Month-to-month,5,83.15,Yes,8,0.897,Critical
1125-SNVCK,Month-to-month,49,43.8,No,4,0.307,Medium
0384-LPITE,One year,40,62.05,No,1,0.181,Low
4616-EWBNJ,One year,16,20.1,No,0,0.119,Low
6347-DCUIK,Month-to-month,10,74.15,Yes,8,0.849,Critical
1335-HQMKX,One year,72,101.35,No,3,0.402,High
2545-EBUPK,Month-to-month,2,84.05,No,8,0.914,Critical
6923-AQONU,Two year,23,20.9,No,0,0.043,Low
2172-EJXVF,One year,71,105.9,No,3,0.502,High
0897-FEGMU,Month-to-month,11,99.5,Yes,8,0.892,Critical
7663-RGWBC,Month-to-month,1,44.15,Yes,6,0.749,Critical
1120-BMWUB,Month-to-month,16,53.9,Yes,3,0.501,High
9124-LHCJQ,Month-to-month,1,85.45,Yes,8,0.906,Critical
4536-PLEQY,Month-to-month,12,85.05,No,8,0.794,Critical
7029-IJEJK,One year,54,44.1,No,0,0.059,Low
8871-JLMHM,Two year,68,90.2,No,2,0.07,Low
2235-ZGKPT,Month-to-month,4,50.85,Yes,6,0.659,High
3891-PUQOD,Month-to-month,1,59.2,Yes,6,0.637,High
5447-VYTKW,Month-to-month,27,53.45,No,3,0.26,Medium
3623-FQBOX,Month-to-month,21,19.95,No,3,0.326,Medium
0689-NKYLF,Month-to-month,13,83.2,Yes,6,0.81,Critical
8659-HDIYE,Month-to-month,64,74.65,No,4,0.246,Medium
3658-KIBGF,Month-to-month,1,54.9,Yes,6,0.601,High
3474-BAFSJ,Two year,57,57.5,No,0,0.065,Low
5519-YLDGW,Month-to-month,21,103.9,Yes,6,0.809,Critical
3865-ZFZIB,Two year,19,19.65,No,0,0.062,Low
1855-AGAWH,One year,31,93.8,No,3,0.617,High
7109-CQYUZ,Two year,52,89.25,No,1,0.106,Low
1370-GGAWX,One year,46,94.15,No,3,0.496,High
4680-KUTAJ,Month-to-month,11,55.6,No,6,0.684,High
5307-UVGNB,Month-to-month,53,48.7,No,4,0.177,Low
4946-EDSEW,Month-to-month,11,19.25,Yes,5,0.35,Medium
2883-ILGWO,Month-to-month,57,104.9,No,5,0.651,High
2516-VQRRV,Month-to-month,2,75.45,Yes,8,0.899,Critical
7580-UGXNC,Month-to-month,2,54.85,Yes,6,0.569,High
3642-BYHDO,Two year,71,19.9,No,0,0.005,Low
9629-NHXFW,Month-to-month,1,19.4,No,5,0.448,High
2696-RZVZW,Two year,68,25.05,No,0,0.011,Low
5766-FTRTS,Two year,72,84.45,No,1,0.031,Low
0396-HUJBP,Month-to-month,2,19.3,No,5,0.402,High
5178-LMXOP,Month-to-month,1,95.1,Yes,8,0.936,Critical
8879-ZKJOF,One year,41,79.85,No,1,0.187,Low
6285-FTQBF,Two year,72,25.55,No,0,0.008,Low
8185-UPYBR,Month-to-month,6,75.5,Yes,8,0.855,Critical
4585-HETAI,Month-to-month,4,73.75,Yes,8,0.765,Critical
7526-BEZQB,Month-to-month,12,96.05,Yes,8,0.9,Critical
1474-JUWSM,One year,58,68.4,No,0,0.133,Low
3530-CRZSB,Month-to-month,7,20.65,No,5,0.362,Medium
8498-XXGWA,Month-to-month,65,55.15,No,4,0.18,Low
9617-INGJY,Month-to-month,1,70.6,No,8,0.846,Critical
0621-TSSMU,One year,56,19.95,No,0,0.029,Low
7234-KMNRQ,Month-to-month,4,19.0,No,5,0.385,Medium
7636-PEPNS,One year,58,44.1,No,1,0.114,Low
4683-WYDOU,Two year,62,107.6,No,2,0.245,Medium
9052-DHNKM,One year,26,61.55,No,1,0.22,Medium
6794-HKIAJ,Month-to-month,62,90.7,No,6,0.289,Medium
5578-NKCXI,One year,58,99.25,No,3,0.191,Low
1642-HMARX,Two year,68,91.7,No,1,0.073,Low
3096-WPXBT,One year,61,100.7,No,3,0.247,Medium
8434-PNQZX,Two year,42,78.45,No,1,0.178,Low
5950-AAAGJ,Month-to-month,18,84.3,No,6,0.757,Critical
4299-OPXEJ,Two year,56,19.55,No,0,0.017,Low
4951-UKAAQ,Month-to-month,4,88.95,Yes,8,0.872,Critical
9618-LFJRU,Month-to-month,4,20.45,No,5,0.352,Medium
6693-DJWTY,One year,35,55.6,No,1,0.095,Low
0744-GKNGE,Month-to-month,64,86.8,No,5,0.253,Medium
6447-EGDIV,One year,31,20.95,No,0,0.088,Low
1167-OYZJF,Two year,67,20.05,No,0,0.014,Low
2108-YKQTY,Month-to-month,4,50.7,Yes,6,0.57,High
4806-DXQCE,Two year,70,113.65,No,2,0.163,Low
4918-QLLIW,Month-to-month,3,53.4,Yes,6,0.672,High
7056-IMHCC,Month-to-month,53,101.9,Yes,6,0.791,Critical
4854-SSLTN,Two year,2,59.5,No,2,0.096,Low
5294-DMSFH,Month-to-month,29,87.8,No,6,0.733,Critical
4837-PZTIC,Two year,47,41.9,No,0,0.032,Low
1625-JAIIY,One year,68,83.0,Yes,3,0.306,Medium
0603-OLQDC,Month-to-month,12,69.85,No,6,0.646,High
3272-VUHPV,Month-to-month,8,56.3,No,5,0.361,Medium
4176-FXYBO,Month-to-month,54,109.55,No,6,0.554,High
1063-DHQJF,Two year,69,92.15,No,2,0.098,Low
8663-UPDGF,Month-to-month,26,69.5,No,4,0.512,High
6719-FGEDO,Two year,72,97.0,No,2,0.064,Low
1837-YQUCE,Two year,70,58.35,No,0,0.034,Low
2947-DOMLJ,Month-to-month,1,50.6,Yes,6,0.504,High
4112-LUEIZ,Month-to-month,10,89.5,Yes,8,0.869,Critical
0369-ZGOVK,One year,28,70.4,No,3,0.39,Medium
4510-HIMLV,Month-to-month,1,69.8,Yes,7,0.833,Critical
9919-KNPOO,Month-to-month,21,94.3,No,6,0.87,Critical
8749-JMNKX,Month-to-month,51,93.8,Yes,6,0.605,High
7872-BAAZR,One year,53,19.55,No,0,0.023,Low
9391-LMANN,One year,53,95.95,No,3,0.174,Low
2430-USGXP,Month-to-month,24,101.05,Yes,6,0.864,Critical
8174-TBVCF,Two year,70,94.8,No,1,0.072,Low
1698-XFZCI,One year,61,107.75,No,3,0.385,Medium
1877-HKBQX,One year,11,54.6,No,2,0.284,Medium
4450-DLLMH,Month-to-month,2,71.3,No,8,0.823,Critical
0428-AXXLJ,One year,25,19.5,No,0,0.124,Low
2746-DIJLO,One year,41,56.3,No,1,0.265,Medium
5955-ERIHD,Month-to-month,18,94.7,Yes,6,0.881,Critical
0917-EZOLA,Two year,72,104.15,Yes,3,0.268,Medium
3508-VLHCZ,Two year,71,90.55,No,1,0.045,Low
4086-ATNFV,One year,34,60.8,No,1,0.156,Low
0468-YRPXN,Month-to-month,29,98.8,No,5,0.707,Critical
5996-NRVXR,One year,40,98.15,No,2,0.303,Medium
3739-YBWAB,One year,36,35.35,No,1,0.139,Low
7047-FWEYA,One year,46,103.15,No,2,0.476,High
2000-MPKCA,One year,58,107.75,No,3,0.403,High
9762-YAQAA,One year,39,81.4,No,3,0.36,Medium
5949-EBSQK,Month-to-month,4,61.45,Yes,5,0.523,High
5473-KHBPS,One year,52,95.7,No,3,0.381,Medium
0100-DUVFC,One year,70,104.8,No,3,0.501,High
5397-TUPSH,One year,65,70.95,No,3,0.256,Medium
8950-MTZNV,Month-to-month,1,44.95,No,6,0.752,Critical
0326-VDYXE,One year,70,97.65,No,3,0.452,High
6773-LQTVT,Month-to-month,29,35.65,No,4,0.479,High
7274-RTAPZ,Month-to-month,1,90.55,Yes,8,0.896,Critical
0436-TWFFZ,Two year,67,85.25,No,1,0.081,Low
8566-YPRGL,Month-to-month,1,19.5,No,5,0.512,High
0311-UNPFF,Month-to-month,26,88.8,Yes,6,0.781,Critical
6609-MXJHJ,Two year,30,25.1,No,0,0.065,Low
2669-OIDSD,Month-to-month,48,100.05,No,5,0.61,High
8400-WZICQ,Month-to-month,55,55.7,No,4,0.118,Low
3834-XUIFC,Month-to-month,7,85.2,Yes,8,0.892,Critical
9576-SYUHJ,Month-to-month,37,91.15,No,6,0.691,High
0410-IPFTY,Month-to-month,31,83.85,No,6,0.672,High
2831-EBWRN,Month-to-month,4,45.9,No,6,0.721,Critical
9430-NKQLY,Two year,72,25.1,No,0,0.011,Low
8414-MYSHR,Month-to-month,5,91.4,Yes,8,0.909,Critical
0247-SLUJI,Month-to-month,1,19.7,No,5,0.357,Medium
9402-ORRAH,Month-to-month,15,91.5,No,6,0.883,Critical
6483-OATDN,Month-to-month,8,51.3,No,6,0.509,High
1293-HHSHJ,One year,35,21.1,No,0,0.076,Low
4840-ORQXB,Month-to-month,56,104.75,No,6,0.677,High
7599-FKVXZ,Month-to-month,42,106.15,Yes,5,0.713,Critical
3982-DQLUS,Month-to-month,65,85.75,No,6,0.395,Medium
8610-ZIKJJ,One year,2,20.3,No,2,0.189,Low
3756-VNWDH,One year,65,100.75,No,3,0.469,High
7801-KICAO,Month-to-month,18,74.15,No,6,0.799,Critical
7673-LPRNY,One year,23,78.55,No,2,0.468,High
8229-TNIQA,Month-to-month,4,45.3,Yes,6,0.73,Critical
6060-QBMGV,Two year,70,19.85,No,0,0.007,Low
7339-POGZN,Month-to-month,4,50.7,No,6,0.696,High
2828-SLQPF,Month-to-month,19,45.0,No,4,0.56,High
4465-VDKIQ,Month-to-month,18,77.8,No,6,0.61,High
2921-XWDJH,Month-to-month,38,83.45,No,6,0.641,High
6221-AVQYL,Month-to-month,2,73.25,Yes,8,0.855,Critical
2558-BUOZZ,One year,47,94.8,No,3,0.274,Medium
9257-AZMTZ,Two year,52,20.1,No,0,0.011,Low
0003-MKNFE,Month-to-month,9,59.9,No,6,0.736,Critical
0975-UYDTX,One year,26,90.1,No,1,0.315,Medium
7743-EXURX,Month-to-month,8,51.05,Yes,6,0.624,High
4682-BLBUC,One year,44,70.95,No,1,0.198,Low
0975-VOOVL,Month-to-month,3,29.2,No,6,0.629,High
5968-VXZLG,Month-to-month,2,46.6,No,6,0.705,Critical
5569-KGJHX,Month-to-month,9,85.35,Yes,8,0.823,Critical
4988-IQIGL,Month-to-month,1,75.35,Yes,8,0.896,Critical
5201-FRKKS,Month-to-month,25,74.3,No,6,0.475,High
9799-CAYJJ,Month-to-month,2,69.3,No,7,0.856,Critical
7730-IUTDZ,Month-to-month,43,75.2,Yes,6,0.482,High
0426-TIRNE,Month-to-month,1,20.9,Yes,5,0.42,High
5443-SCMKX,One year,58,94.3,No,3,0.423,High
8295-KMENE,Two year,59,76.45,No,1,0.057,Low
6738-ISCBM,One year,44,54.0,No,1,0.245,Medium
9821-BESNZ,One year,66,104.25,No,2,0.378,Medium
3678-MNGZX,Two year,68,19.95,No,0,0.006,Low
1335-NTIUC,Month-to-month,9,24.95,No,6,0.688,High
2916-BQZLN,Month-to-month,19,84.75,No,6,0.716,Critical
4558-CGYCZ,Month-to-month,4,19.75,No,5,0.389,Medium
2368-GAKKQ,Two year,70,113.65,No,2,0.122,Low
8710-YGLWG,Month-to-month,1,44.9,No,6,0.752,Critical
3199-XGZCY,Month-to-month,8,75.25,No,8,0.845,Critical
3785-KTYSH,Two year,53,24.6,No,0,0.024,Low
6814-ZPWFQ,One year,51,25.0,No,0,0.057,Low
4063-EIKNQ,Month-to-month,11,20.95,No,5,0.233,Medium
6993-YCOBK,Two year,60,110.6,No,2,0.156,Low
5206-HPJKM,Month-to-month,17,55.5,No,4,0.457,High
7587-RZNME,Month-to-month,3,43.3,Yes,6,0.716,Critical
0748-RDGGM,One year,70,109.5,Yes,2,0.182,Low
8393-JMVMB,Month-to-month,1,19.45,No,5,0.417,High
5019-GQVCR,Month-to-month,43,84.85,No,6,0.777,Critical
6036-TTFYU,Month-to-month,16,19.6,No,3,0.278,Medium
2550-AEVRU,One year,57,53.45,No,1,0.048,Low
0969-RGKCU,One year,37,19.8,No,0,0.046,Low
0378-CJKPV,Two year,72,112.1,No,2,0.082,Low
4706-AXVKM,Month-to-month,11,84.8,Yes,8,0.885,Critical
5889-JTMUL,Month-to-month,50,95.05,Yes,6,0.723,Critical
9026-RNUJS,Month-to-month,5,50.35,Yes,6,0.662,High
3746-EUBYR,Month-to-month,1,74.6,Yes,8,0.852,Critical
2332-EFBJY,Month-to-month,16,19.7,Yes,3,0.371,Medium
2880-FPNAE,Month-to-month,2,74.2,No,8,0.851,Critical
1703-MGIAB,Month-to-month,17,69.0,No,3,0.664,High
4311-QTTAI,One year,16,19.35,No,0,0.125,Low
9474-PHLYD,Month-to-month,15,59.45,Yes,4,0.684,High
4318-RAJVY,One year,10,19.8,No,2,0.244,Medium
2165-VOEGB,One year,46,105.2,Yes,2,0.236,Medium
3612-YUNGG,Two year,64,109.2,No,2,0.162,Low
2254-DLXRI,Month-to-month,1,79.15,No,8,0.859,Critical
5062-CJJKH,One year,25,53.65,No,1,0.197,Low
9028-LIHRP,Two year,71,100.2,No,2,0.037,Low
2219-MVUSO,Month-to-month,8,45.15,Yes,6,0.707,Critical
1053-MXTTK,Two year,72,108.65,No,2,0.065,Low
1530-ZTDOZ,Month-to-month,49,40.65,No,4,0.205,Medium
1301-LOPVR,One year,29,55.35,No,0,0.148,Low
0853-TWRVK,Two year,72,105.6,No,2,0.061,Low
8914-RBTSB,Month-to-month,31,93.8,Yes,6,0.688,High
6212-ATMLK,Month-to-month,50,95.7,No,6,0.767,Critical
8200-LGKSR,Two year,71,83.2,No,1,0.046,Low
1568-BEKZM,Two year,70,90.05,No,1,0.051,Low
0670-ANMUU,One year,71,97.65,No,2,0.152,Low
6897-RWMUB,Two year,61,68.05,No,0,0.02,Low
0963-ZBDRN,Month-to-month,32,96.2,Yes,5,0.731,Critical
7594-RQHXR,Month-to-month,1,79.6,Yes,8,0.833,Critical
6999-CHVCF,Two year,68,102.1,No,3,0.141,Low
6134-KWTBV,Two year,62,23.4,No,0,0.013,Low
1077-HUUJM,Month-to-month,7,71.05,No,8,0.765,Critical
6331-EWIEB,Month-to-month,20,85.25,Yes,6,0.841,Critical
0895-LNKRC,One year,6,19.45,No,2,0.165,Low
2045-BMBTJ,Month-to-month,33,59.45,No,4,0.496,High
8417-GSODA,One year,28,92.2,No,3,0.511,High
5171-EPLKN,Two year,27,19.85,No,0,0.04,Low
4452-QIIEB,Month-to-month,7,43.9,No,6,0.615,High
5998-VVEJY,Month-to-month,26,80.5,Yes,5,0.693,High
1624-NALOJ,Month-to-month,5,89.8,Yes,8,0.897,Critical
6741-EGCBI,Month-to-month,30,90.5,No,6,0.752,Critical
7820-ZYGNY,One year,63,90.45,No,3,0.294,Medium
4317-VTEOA,Month-to-month,1,50.75,Yes,6,0.71,Critical
9677-AVKED,One year,53,84.6,No,1,0.217,Medium
1670-SVOWZ,Month-to-month,14,89.65,Yes,5,0.649,High
2227-JRSJX,Month-to-month,21,99.15,No,5,0.707,Critical
9847-HNVGP,One year,17,19.95,No,0,0.142,Low
6696-YDAYZ,Two year,16,20.5,No,0,0.056,Low
8980-WQFWL,Month-to-month,35,62.1,No,4,0.544,High
1730-ZMAME,Month-to-month,32,79.5,No,6,0.773,Critical
6506-EYCNH,Month-to-month,28,19.55,No,3,0.179,Low
4634-JLRJT,Month-to-month,1,20.35,No,5,0.517,High
9501-UKKNL,Month-to-month,59,51.7,No,3,0.332,Medium
2560-QTSBS,One year,72,23.3,No,0,0.022,Low
7541-YLXCL,One year,36,65.4,Yes,0,0.257,Medium
4795-WRNVT,Month-to-month,40,65.1,No,4,0.294,Medium
6080-TCMYC,Month-to-month,40,81.2,No,6,0.632,High
0260-ZDLGK,Month-to-month,9,72.9,Yes,6,0.653,High
7860-UXCRM,Two year,63,74.5,No,1,0.018,Low
6357-JJPQT,Month-to-month,3,80.5,No,8,0.859,Critical
2292-XQWSV,One year,40,60.3,No,0,0.166,Low
9552-TGUZV,Month-to-month,8,75.0,No,8,0.74,Critical
5913-INRQV,One year,34,90.15,No,2,0.318,Medium
8722-NGNBH,Month-to-month,5,40.0,Yes,5,0.437,High
6210-KBBPI,Month-to-month,9,99.45,Yes,8,0.904,Critical
9643-YBLUR,Month-to-month,9,69.05,No,6,0.744,Critical
8734-FNWVH,Month-to-month,31,59.7,No,4,0.453,High
9447-YPTBX,One year,50,19.85,No,0,0.048,Low
0133-BMFZO,Month-to-month,2,86.25,Yes,7,0.643,High
6128-CZOMY,Month-to-month,1,45.65,Yes,6,0.736,Critical
9540-JYROE,Month-to-month,8,70.1,Yes,8,0.814,Critical
9026-LHEVG,Month-to-month,9,40.75,No,6,0.632,High
2260-USTRB,Month-to-month,2,70.2,Yes,8,0.837,Critical
3656-TKRVZ,Month-to-month,3,55.35,Yes,6,0.488,High
7011-CVEUC,Month-to-month,25,95.7,No,5,0.742,Critical
6185-TASNN,Month-to-month,1,46.3,No,6,0.707,Critical
7925-PNRGI,Month-to-month,45,81.3,No,4,0.215,Medium
8623-TMRBY,Month-to-month,51,84.2,Yes,6,0.564,High
1552-CZCLL,Month-to-month,55,20.0,No,3,0.051,Low
3038-PQIUY,Month-to-month,38,66.15,No,4,0.35,Medium
1501-SGHBW,Month-to-month,2,45.85,Yes,6,0.665,High
9313-CDOGY,Month-to-month,38,19.6,No,3,0.104,Low
8148-BPLZQ,Month-to-month,34,49.8,No,4,0.438,High
2623-DRYAM,One year,70,101.75,No,3,0.477,High
9987-LUTYD,One year,13,55.15,No,0,0.201,Medium
3208-YPIOE,Month-to-month,39,75.25,Yes,6,0.603,High
4488-KQFDT,One year,61,103.95,No,3,0.492,High
2612-RANWT,Month-to-month,12,100.15,Yes,8,0.876,Critical
5693-PIPCS,Two year,41,99.65,No,2,0.248,Medium
0491-KAPQG,Month-to-month,21,73.7,No,6,0.786,Critical
1925-LFCZZ,One year,55,50.05,No,1,0.267,Medium
8039-EQPIM,Two year,69,60.25,No,0,0.025,Low
6900-PXRMS,Month-to-month,26,105.75,Yes,6,0.775,Critical
8707-RMEZH,One year,69,87.3,No,3,0.154,Low
3346-BRMIS,Month-to-month,18,48.35,Yes,4,0.763,Critical
3209-ZPKFI,Month-to-month,47,54.25,No,4,0.263,Medium
6479-VDGRK,Two year,72,85.3,No,1,0.019,Low
9373-WSLOY,Month-to-month,33,50.0,No,3,0.479,High
2933-FILNV,Month-to-month,2,24.4,Yes,6,0.704,Critical
3569-JFODW,Two year,72,90.95,No,1,0.032,Low
9819-FBNSV,Month-to-month,37,72.25,No,6,0.653,High
9544-PYPSJ,Month-to-month,62,96.1,No,6,0.587,High
1591-XWLGB,Two year,71,19.85,No,0,0.007,Low
0396-UKGAI,Month-to-month,23,55.3,No,3,0.341,Medium
3243-ZHOHY,One year,16,20.1,No,0,0.145,Low
5186-EJEGL,Month-to-month,9,69.5,No,5,0.554,High
7527-QNRUS,Two year,17,25.15,No,0,0.104,Low
9986-BONCE,Month-to-month,4,20.95,Yes,5,0.337,Medium
2722-JMONI,Month-to-month,1,49.55,Yes,6,0.686,High
2203-GHNWN,Month-to-month,24,79.65,No,6,0.78,Critical
3878-AVSOQ,Month-to-month,1,71.25,No,8,0.864,Critical
3258-SYSWS,Two year,72,113.8,No,2,0.096,Low
5296-PSYVW,Two year,72,24.55,No,0,0.01,Low
6319-QSUSR,Month-to-month,11,19.7,No,5,0.238,Medium
4083-EUGRJ,Month-to-month,9,20.25,Yes,5,0.345,Medium
7579-OOPEC,Month-to-month,2,50.15,Yes,6,0.641,High
0512-FLFDW,One year,60,100.5,No,3,0.567,High
1771-OADNZ,Month-to-month,29,95.9,Yes,6,0.819,Critical
0487-CRLZF,Two year,49,74.45,No,1,0.106,Low
2107-FBPTK,Month-to-month,30,104.1,No,6,0.852,Critical
9451-WLYRI,One year,53,19.05,No,0,0.031,Low
8219-VYBVI,Two year,39,25.0,No,0,0.032,Low
1991-VOPLL,Month-to-month,9,19.05,No,5,0.335,Medium
9738-QLWTP,One year,39,81.9,No,2,0.251,Medium
1016-DJTSV,Month-to-month,8,69.7,No,7,0.835,Critical
9419-IPPBE,One year,51,90.15,No,3,0.428,High
0174-QRVVY,Two year,71,25.35,No,0,0.008,Low
5699-BNCAS,Two year,71,24.65,No,0,0.022,Low
2900-PHPLN,Two year,70,19.55,No,0,0.014,Low
0612-RTZZA,Month-to-month,1,25.25,Yes,6,0.716,Critical
8106-GWQOK,Two year,38,60.0,No,0,0.085,Low
8751-EDEKA,Month-to-month,28,89.9,No,6,0.61,High
6878-GGDWG,Month-to-month,32,19.4,No,3,0.138,Low
4039-PIMHX,Two year,49,49.8,No,1,0.074,Low
8450-LUGUK,Two year,37,24.1,No,0,0.039,Low
3604-WLABM,Month-to-month,10,54.25,No,5,0.462,High
0795-GMVQO,One year,67,109.9,No,3,0.266,Medium
2259-OUUSZ,One year,7,35.5,No,2,0.388,Medium
1142-IHLOO,One year,51,87.55,No,3,0.36,Medium
6410-LEFEN,Month-to-month,9,45.15,Yes,6,0.583,High
4633-MKHYU,Month-to-month,9,88.4,No,8,0.876,Critical
6257-RJOHI,Month-to-month,4,50.8,No,5,0.65,High
1545-JFUML,Two year,71,99.0,No,3,0.131,Low
3194-ORPIK,Month-to-month,50,84.4,Yes,6,0.59,High
7826-VVKWT,Two year,24,96.55,No,3,0.46,High
1353-GHZOS,One year,22,59.75,No,1,0.307,Medium
2587-EKXTS,Month-to-month,44,111.5,No,6,0.704,Critical
5442-BXVND,Month-to-month,33,24.25,No,3,0.143,Low
8816-VXNZD,Month-to-month,1,75.1,Yes,8,0.87,Critical
9378-FXTIZ,One year,54,70.15,Yes,2,0.338,Medium
1723-HKXJQ,Month-to-month,42,101.75,Yes,6,0.792,Critical
7825-GKXMW,Month-to-month,1,45.8,Yes,6,0.652,High
9753-OYLBX,Month-to-month,1,20.5,No,5,0.418,High
2364-UFROM,One year,30,70.4,No,1,0.139,Low
6656-JWRQX,Month-to-month,1,30.55,No,5,0.594,High
6473-ULUHT,Month-to-month,16,84.9,No,4,0.449,High
1240-KNSEZ,Month-to-month,1,20.1,Yes,5,0.52,High
0836-SEYLU,Month-to-month,9,40.65,Yes,5,0.589,High
4433-JCGCG,Month-to-month,46,101.0,Yes,6,0.825,Critical
3716-BDVDB,Month-to-month,1,69.1,Yes,7,0.831,Critical
7688-AWMDX,Two year,71,54.5,No,0,0.012,Low
2842-BCQGE,Month-to-month,43,75.35,No,6,0.645,High
7244-QWYHG,One year,50,44.45,No,0,0.099,Low
5899-MQZZL,Month-to-month,13,75.0,Yes,6,0.836,Critical
6849-OYAMU,One year,19,100.0,Yes,2,0.378,Medium
5312-UXESG,Month-to-month,41,98.05,No,6,0.685,High
9488-HGMJH,Month-to-month,1,71.15,Yes,8,0.864,Critical
6038-GCYEC,Month-to-month,24,54.15,Yes,4,0.634,High
2150-WLKUW,One year,40,63.9,No,1,0.232,Medium
7159-FVYPK,Month-to-month,3,69.15,No,6,0.709,Critical
7032-LMBHI,One year,37,64.65,No,1,0.198,Low
1150-WFARN,Two year,67,108.75,Yes,2,0.117,Low
6088-BXMRG,Month-to-month,32,98.85,No,6,0.772,Critical
3144-AUDBS,Month-to-month,6,49.15,Yes,5,0.602,High
4821-SJHJV,Month-to-month,32,89.6,No,6,0.556,High
7346-MEDWM,Month-to-month,59,83.25,No,6,0.513,High
1137-DGOWI,One year,30,70.25,No,1,0.173,Low
5616-PRTNT,Month-to-month,20,19.4,Yes,3,0.262,Medium
3812-LRZIR,Two year,27,24.5,No,0,0.046,Low
4818-QIUFN,Month-to-month,20,79.15,Yes,6,0.751,Critical
9483-GCPWE,One year,9,20.1,No,2,0.152,Low
4227-OJHAL,One year,68,73.0,No,2,0.097,Low
9220-CXRSC,Two year,69,61.4,No,0,0.016,Low
4993-JCRGJ,Month-to-month,26,84.3,No,5,0.701,Critical
9537-JALFH,Two year,69,19.9,No,0,0.006,Low
6698-OXETB,Two year,11,20.4,No,2,0.086,Low
2103-ZRXFN,Month-to-month,1,50.75,No,6,0.736,Critical
3724-BSCVH,One year,10,20.45,No,2,0.148,Low
4877-TSOFF,One year,55,75.75,No,1,0.1,Low
9209-NWPGU,One year,44,65.4,No,0,0.105,Low
6961-VCPMC,Month-to-month,46,80.4,Yes,6,0.695,High
7306-YDSOI,Two year,69,59.75,No,1,0.02,Low
5288-AHOUP,Month-to-month,11,78.5,No,8,0.858,Critical
6688-UZPWD,Month-to-month,11,102.0,Yes,8,0.889,Critical
0655-YDGFJ,Month-to-month,29,48.95,No,4,0.358,Medium
8468-EHYJA,Month-to-month,57,99.65,No,6,0.636,High
6823-SIDFQ,One year,28,18.25,No,0,0.081,Low
1097-FSPVW,Month-to-month,42,54.55,No,4,0.212,Medium
2839-RFSQE,Month-to-month,2,20.65,Yes,5,0.409,High
8328-SKJNO,One year,23,40.65,No,0,0.09,Low
7010-ZMVBF,Month-to-month,18,20.45,No,3,0.219,Medium
5201-CBWYG,One year,62,24.8,No,0,0.023,Low
0968-GSIKN,Month-to-month,1,70.8,Yes,8,0.844,Critical
1965-DDBWU,Month-to-month,16,89.05,Yes,5,0.785,Critical
9057-SIHCH,Month-to-month,3,96.6,Yes,8,0.918,Critical
6352-GIGGQ,One year,67,88.8,No,1,0.122,Low
3635-QQRQD,Two year,62,20.05,No,0,0.015,Low
6771-XWBDM,Month-to-month,57,104.5,Yes,6,0.691,High
2897-DOVND,Month-to-month,2,69.8,No,7,0.829,Critical
3082-YVEKW,Two year,23,77.15,No,1,0.121,Low
0191-EQUUH,Two year,25,35.05,No,0,0.042,Low
7134-HBPBS,Two year,72,108.1,No,2,0.193,Low
3489-HHPFY,Month-to-month,2,84.05,No,8,0.891,Critical
2926-JEJJC,One year,8,20.2,No,2,0.218,Medium
8601-QACRS,Month-to-month,5,50.6,Yes,6,0.781,Critical
4950-BDEUX,Month-to-month,35,49.2,No,4,0.501,High
5789-LDFXO,One year,24,24.6,No,0,0.138,Low
0508-OOLTO,Month-to-month,2,71.65,No,8,0.793,Critical
2984-TBYKU,Two year,72,104.9,No,2,0.076,Low
9822-WMWVG,Month-to-month,41,106.5,No,5,0.546,High
2391-SOORI,Month-to-month,4,49.35,Yes,6,0.453,High
9040-KZVWO,One year,26,75.5,No,3,0.346,Medium
2645-QTLMB,Month-to-month,7,94.25,Yes,8,0.861,Critical
