customerID,Contract,tenure,MonthlyCharges,Churn,rule_risk_score,ChurnProbability,RiskTier,AnnualValueAtRisk,RecommendedAction
7228-PAQPD,One year,14,59.1,No,0,0.294,Medium,709.2,Add to loyalty nurture campaign
7820-ZYGNY,One year,63,90.45,No,3,0.294,Medium,1085.4,Add to loyalty nurture campaign
4795-WRNVT,Month-to-month,40,65.1,No,4,0.294,Medium,781.1999999999999,Add to loyalty nurture campaign
4833-QTJNO,Month-to-month,67,83.85,No,6,0.294,Medium,1006.1999999999999,Add to loyalty nurture campaign
2717-HVIZY,Month-to-month,8,20.05,No,5,0.294,Medium,240.60000000000002,Add to loyalty nurture campaign
4079-VTGLK,Two year,30,74.85,No,2,0.293,Medium,898.1999999999999,Add to loyalty nurture campaign
6322-PJJDJ,Two year,49,94.8,No,3,0.293,Medium,1137.6,Add to loyalty nurture campaign
4282-MSACW,One year,68,117.2,No,2,0.293,Medium,1406.4,Add to loyalty nurture campaign
0377-JBKKT,Month-to-month,22,57.95,No,3,0.293,Medium,695.4000000000001,Add to loyalty nurture campaign
2739-CCZMB,Month-to-month,5,20.35,No,5,0.292,Medium,244.20000000000002,Add to loyalty nurture campaign
8904-OPDCK,Month-to-month,54,24.95,No,4,0.292,Medium,299.4,Add to loyalty nurture campaign
2791-SFVEW,Month-to-month,9,20.15,No,5,0.292,Medium,241.79999999999998,Add to loyalty nurture campaign
3635-JBPSG,Two year,15,38.8,No,1,0.292,Medium,465.59999999999997,Add to loyalty nurture campaign
8138-EALND,Month-to-month,15,19.75,No,3,0.291,Medium,237.0,Add to loyalty nurture campaign
3865-YIOTT,One year,72,106.1,No,3,0.291,Medium,1273.1999999999998,Add to loyalty nurture campaign
8735-NBLWT,Month-to-month,9,20.4,No,5,0.291,Medium,244.79999999999998,Add to loyalty nurture campaign
8375-KVTHK,One year,68,100.3,No,2,0.291,Medium,1203.6,Add to loyalty nurture campaign
9518-IMLHK,Month-to-month,31,72.45,No,4,0.291,Medium,869.4000000000001,Add to loyalty nurture campaign
9746-MDMBK,One year,47,113.45,No,2,0.291,Medium,1361.4,Add to loyalty nurture campaign
5025-GOOKI,Month-to-month,20,18.9,No,3,0.291,Medium,226.79999999999998,Add to loyalty nurture campaign
3039-MJSLN,Month-to-month,3,20.2,No,5,0.29,Medium,242.39999999999998,Add to loyalty nurture campaign
4816-OKWNX,One year,50,103.4,No,2,0.29,Medium,1240.8000000000002,Add to loyalty nurture campaign
6035-BXTTY,Month-to-month,32,54.65,No,3,0.289,Medium,655.8,Add to loyalty nurture campaign
0347-UBKUZ,Month-to-month,15,19.9,No,3,0.289,Medium,238.79999999999998,Add to loyalty nurture campaign
9494-BDNNC,One year,66,95.3,No,3,0.289,Medium,1143.6,Add to loyalty nurture campaign
6794-HKIAJ,Month-to-month,62,90.7,No,6,0.289,Medium,1088.4,Add to loyalty nurture campaign
3528-HFRIQ,Month-to-month,71,52.3,No,4,0.289,Medium,627.5999999999999,Add to loyalty nurture campaign
6907-CQGPN,Month-to-month,29,34.3,No,3,0.289,Medium,411.59999999999997,Add to loyalty nurture campaign
8550-XSXUQ,One year,48,70.55,No,2,0.288,Medium,846.5999999999999,Add to loyalty nurture campaign
0723-FDLAY,One year,44,85.25,No,1,0.288,Medium,1023.0,Add to loyalty nurture campaign
9591-YVTEB,Month-to-month,55,44.85,No,4,0.288,Medium,538.2,Add to loyalty nurture campaign
6008-NAIXK,One year,54,55.45,No,1,0.287,Medium,665.4000000000001,Add to loyalty nurture campaign
6040-CGACY,Month-to-month,15,19.6,No,3,0.287,Medium,235.20000000000002,Add to loyalty nurture campaign
7531-GQHME,Month-to-month,12,20.05,No,5,0.286,Medium,240.60000000000002,Add to loyalty nurture campaign
8268-YDIXR,One year,56,93.15,No,3,0.286,Medium,1117.8000000000002,Add to loyalty nurture campaign
0308-GIQJT,One year,71,105.75,No,2,0.286,Medium,1269.0,Add to loyalty nurture campaign
5815-HGGHV,One year,20,64.15,No,0,0.286,Medium,769.8000000000001,Add to loyalty nurture campaign
6137-MFAJN,Month-to-month,48,44.8,No,4,0.286,Medium,537.5999999999999,Add to loyalty nurture campaign
7727-SHVZV,Month-to-month,9,19.5,No,5,0.286,Medium,234.0,Add to loyalty nurture campaign
1347-KTTTA,One year,64,102.45,No,2,0.285,Medium,1229.4,Add to loyalty nurture campaign
8100-HZZLJ,Month-to-month,43,63.95,No,4,0.285,Medium,767.4000000000001,Add to loyalty nurture campaign
4501-UYKBC,One year,46,69.1,No,0,0.285,Medium,829.1999999999999,Add to loyalty nurture campaign
2908-ZTPNF,Month-to-month,36,34.85,No,3,0.285,Medium,418.20000000000005,Add to loyalty nurture campaign
5195-KPUNQ,One year,53,96.75,No,2,0.285,Medium,1161.0,Add to loyalty nurture campaign
5968-XQIVE,One year,72,89.7,No,3,0.284,Medium,1076.4,Add to loyalty nurture campaign
5533-RJFTJ,Month-to-month,49,30.2,No,4,0.284,Medium,362.4,Add to loyalty nurture campaign
8314-DPQHL,One year,9,50.8,No,2,0.284,Medium,609.5999999999999,Add to loyalty nurture campaign
1877-HKBQX,One year,11,54.6,No,2,0.284,Medium,655.2,Add to loyalty nurture campaign
0696-UKTOX,Month-to-month,23,54.15,No,3,0.284,Medium,649.8,Add to loyalty nurture campaign
2896-TBNBE,One year,40,80.8,No,3,0.284,Medium,969.5999999999999,Add to loyalty nurture campaign
8319-QBEHW,One year,26,39.95,No,1,0.284,Medium,479.40000000000003,Add to loyalty nurture campaign
4132-POCZS,Month-to-month,52,39.9,No,4,0.284,Medium,478.79999999999995,Add to loyalty nurture campaign
7078-NVFAM,Month-to-month,32,35.15,No,4,0.284,Medium,421.79999999999995,Add to loyalty nurture campaign
2363-BJLSL,Month-to-month,62,80.4,No,4,0.284,Medium,964.8000000000001,Add to loyalty nurture campaign
1921-KYSAY,One year,41,68.6,No,0,0.283,Medium,823.1999999999999,Add to loyalty nurture campaign
0128-MKWSG,Month-to-month,26,45.8,No,3,0.283,Medium,549.5999999999999,Add to loyalty nurture campaign
1679-JRFBR,One year,70,108.15,No,3,0.282,Medium,1297.8000000000002,Add to loyalty nurture campaign
0533-UCAAU,One year,57,71.1,No,2,0.282,Medium,853.1999999999999,Add to loyalty nurture campaign
4079-ULGFR,Month-to-month,16,20.0,No,3,0.282,Medium,240.0,Add to loyalty nurture campaign
3137-NYQQI,One year,17,64.8,No,1,0.281,Medium,777.5999999999999,Add to loyalty nurture campaign
0810-BDHAW,One year,24,78.4,No,2,0.281,Medium,940.8000000000001,Add to loyalty nurture campaign
4198-VFOEA,One year,12,33.6,No,2,0.281,Medium,403.20000000000005,Add to loyalty nurture campaign
6035-RIIOM,Two year,54,97.2,No,3,0.281,Medium,1166.4,Add to loyalty nurture campaign
4531-AUZNK,One year,51,95.15,No,2,0.281,Medium,1141.8000000000002,Add to loyalty nurture campaign
4020-KIUDI,Month-to-month,6,19.85,No,5,0.281,Medium,238.20000000000002,Add to loyalty nurture campaign
4104-PVRPS,Month-to-month,24,53.6,No,3,0.28,Medium,643.2,Add to loyalty nurture campaign
3318-ISQFQ,Month-to-month,20,19.5,No,3,0.28,Medium,234.0,Add to loyalty nurture campaign
2805-EDJPQ,One year,56,99.75,No,2,0.279,Medium,1197.0,Add to loyalty nurture campaign
8947-YRTDV,One year,32,94.8,No,3,0.279,Medium,1137.6,Add to loyalty nurture campaign
3633-CDBUW,One year,17,80.85,No,1,0.279,Medium,970.1999999999999,Add to loyalty nurture campaign
5730-RIITO,Month-to-month,43,33.45,No,4,0.279,Medium,401.40000000000003,Add to loyalty nurture campaign
9770-KXGQU,One year,53,98.6,No,3,0.279,Medium,1183.1999999999998,Add to loyalty nurture campaign
1116-DXXDF,Two year,39,100.45,No,3,0.279,Medium,1205.4,Add to loyalty nurture campaign
6036-TTFYU,Month-to-month,16,19.6,No,3,0.278,Medium,235.20000000000002,Add to loyalty nurture campaign
5160-UXJED,One year,17,44.6,No,1,0.277,Medium,535.2,Add to loyalty nurture campaign
8402-EIVQS,One year,67,100.9,No,3,0.277,Medium,1210.8000000000002,Add to loyalty nurture campaign
7184-LRUUR,One year,22,65.25,No,1,0.276,Medium,783.0,Add to loyalty nurture campaign
1337-BOZWO,One year,18,46.4,No,1,0.276,Medium,556.8,Add to loyalty nurture campaign
1371-WEPDS,One year,40,55.8,No,1,0.276,Medium,669.5999999999999,Add to loyalty nurture campaign
2294-SALNE,One year,23,86.8,No,2,0.275,Medium,1041.6,Add to loyalty nurture campaign
0479-HMSWA,Two year,26,105.45,No,2,0.275,Medium,1265.4,Add to loyalty nurture campaign
9256-JTBNZ,Month-to-month,11,20.3,No,5,0.275,Medium,243.60000000000002,Add to loyalty nurture campaign
2923-ARZLG,One year,0,19.7,No,2,0.275,Medium,236.39999999999998,Add to loyalty nurture campaign
4075-JFPGR,One year,51,93.5,No,3,0.274,Medium,1122.0,Add to loyalty nurture campaign
6900-RBKER,Two year,52,89.45,No,3,0.274,Medium,1073.4,Add to loyalty nurture campaign
4827-LTQRJ,One year,66,110.6,No,2,0.274,Medium,1327.1999999999998,Add to loyalty nurture campaign
2558-BUOZZ,One year,47,94.8,No,3,0.274,Medium,1137.6,Add to loyalty nurture campaign
4023-RTIQM,One year,31,50.4,No,1,0.274,Medium,604.8,Add to loyalty nurture campaign
6655-LHBYW,One year,50,114.35,No,2,0.273,Medium,1372.1999999999998,Add to loyalty nurture campaign
1536-YHDOE,One year,17,62.1,No,0,0.273,Medium,745.2,Add to loyalty nurture campaign
3011-WQKSZ,Month-to-month,19,20.0,No,3,0.273,Medium,240.0,Add to loyalty nurture campaign
0440-UEDAI,One year,53,94.45,No,2,0.273,Medium,1133.4,Add to loyalty nurture campaign
2801-NISEI,Month-to-month,24,54.95,No,3,0.272,Medium,659.4000000000001,Add to loyalty nurture campaign
4623-ZKHLY,Month-to-month,22,20.45,No,3,0.272,Medium,245.39999999999998,Add to loyalty nurture campaign
5640-CAXOA,One year,30,40.35,No,0,0.272,Medium,484.20000000000005,Add to loyalty nurture campaign
0345-XMMUG,Two year,46,108.9,No,2,0.272,Medium,1306.8000000000002,Add to loyalty nurture campaign
0373-AIVNJ,One year,9,39.55,No,3,0.272,Medium,474.59999999999997,Add to loyalty nurture campaign
9546-KDTRB,Month-to-month,19,24.7,No,3,0.272,Medium,296.4,Add to loyalty nurture campaign
9786-IJYDL,Two year,35,113.2,No,2,0.271,Medium,1358.4,Add to loyalty nurture campaign
5120-ZBLAI,One year,50,75.7,No,2,0.271,Medium,908.4000000000001,Add to loyalty nurture campaign
6728-DKUCO,One year,72,104.15,No,3,0.27,Medium,1249.8000000000002,Add to loyalty nurture campaign
3275-RHRNE,One year,28,60.0,No,0,0.27,Medium,720.0,Add to loyalty nurture campaign
4770-QAZXN,Month-to-month,13,19.45,No,3,0.27,Medium,233.39999999999998,Add to loyalty nurture campaign
0142-GVYSN,Month-to-month,26,20.3,No,3,0.269,Medium,243.60000000000002,Add to loyalty nurture campaign
6402-SSEJG,One year,25,61.05,No,1,0.269,Medium,732.5999999999999,Add to loyalty nurture campaign
8213-TAZPM,One year,69,108.75,No,2,0.269,Medium,1305.0,Add to loyalty nurture campaign
4881-GQJTW,Month-to-month,14,19.6,No,3,0.268,Medium,235.20000000000002,Add to loyalty nurture campaign
5056-FIMPT,One year,43,106.0,No,2,0.268,Medium,1272.0,Add to loyalty nurture campaign
4355-CVPVS,One year,56,88.9,No,3,0.268,Medium,1066.8000000000002,Add to loyalty nurture campaign
0068-FIGTF,One year,27,78.2,No,1,0.268,Medium,938.4000000000001,Add to loyalty nurture campaign
7542-CYDDM,Month-to-month,18,20.05,No,3,0.268,Medium,240.60000000000002,Add to loyalty nurture campaign
4000-VGMQP,One year,38,78.95,No,2,0.268,Medium,947.4000000000001,Add to loyalty nurture campaign
1095-WGNGG,Two year,61,101.05,No,3,0.267,Medium,1212.6,Add to loyalty nurture campaign
4163-KIUHY,Month-to-month,35,25.6,No,3,0.267,Medium,307.20000000000005,Add to loyalty nurture campaign
6476-EPYZR,Month-to-month,12,20.5,No,5,0.267,Medium,246.0,Add to loyalty nurture campaign
1925-LFCZZ,One year,55,50.05,No,1,0.267,Medium,600.5999999999999,Add to loyalty nurture campaign
9972-NKTFD,Month-to-month,28,54.65,No,3,0.267,Medium,655.8,Add to loyalty nurture campaign
3863-QSTYI,Month-to-month,59,64.65,No,3,0.267,Medium,775.8000000000001,Add to loyalty nurture campaign
0699-NDKJM,Month-to-month,57,58.75,No,4,0.266,Medium,705.0,Add to loyalty nurture campaign
5014-WUQMG,One year,47,96.1,No,3,0.266,Medium,1153.1999999999998,Add to loyalty nurture campaign
0795-GMVQO,One year,67,109.9,No,3,0.266,Medium,1318.8000000000002,Add to loyalty nurture campaign
3571-DPYUH,One year,58,94.7,No,2,0.265,Medium,1136.4,Add to loyalty nurture campaign
0678-RLHVP,Two year,53,105.55,No,3,0.265,Medium,1266.6,Add to loyalty nurture campaign
2746-DIJLO,One year,41,56.3,No,1,0.265,Medium,675.5999999999999,Add to loyalty nurture campaign
1045-LTCYT,Month-to-month,8,21.05,No,5,0.265,Medium,252.60000000000002,Add to loyalty nurture campaign
3733-UOCWF,One year,61,85.55,No,2,0.265,Medium,1026.6,Add to loyalty nurture campaign
8034-RYTVV,One year,55,84.25,No,3,0.265,Medium,1011.0,Add to loyalty nurture campaign
8221-EQDGL,Month-to-month,35,61.0,No,4,0.265,Medium,732.0,Add to loyalty nurture campaign
8847-GEOOQ,Month-to-month,60,60.2,No,3,0.264,Medium,722.4000000000001,Add to loyalty nurture campaign
1057-FOGLZ,Month-to-month,18,19.65,No,3,0.264,Medium,235.79999999999998,Add to loyalty nurture campaign
2466-NEJOJ,Month-to-month,8,19.65,No,5,0.264,Medium,235.79999999999998,Add to loyalty nurture campaign
5294-IMHHT,One year,53,97.75,No,2,0.264,Medium,1173.0,Add to loyalty nurture campaign
9351-LZYGF,Month-to-month,42,66.4,No,3,0.264,Medium,796.8000000000001,Add to loyalty nurture campaign
7740-KKCXF,Month-to-month,51,30.05,No,4,0.264,Medium,360.6,Add to loyalty nurture campaign
6082-GLJIX,Month-to-month,18,19.25,No,3,0.264,Medium,231.0,Add to loyalty nurture campaign
5012-YSPJJ,Month-to-month,31,54.35,No,3,0.264,Medium,652.2,Add to loyalty nurture campaign
6103-LIANB,Two year,59,99.5,No,3,0.263,Medium,1194.0,Add to loyalty nurture campaign
2882-DDZPG,Month-to-month,12,19.45,No,5,0.263,Medium,233.39999999999998,Add to loyalty nurture campaign
3209-ZPKFI,Month-to-month,47,54.25,No,4,0.263,Medium,651.0,Add to loyalty nurture campaign
9730-DRTMJ,One year,32,72.8,No,1,0.263,Medium,873.5999999999999,Add to loyalty nurture campaign
9575-IWCAZ,One year,6,25.1,No,2,0.262,Medium,301.20000000000005,Add to loyalty nurture campaign
0667-NSRGI,One year,48,69.55,No,0,0.262,Medium,834.5999999999999,Add to loyalty nurture campaign
6341-AEVKX,One year,62,104.3,No,2,0.262,Medium,1251.6,Add to loyalty nurture campaign
4742-DRORA,One year,60,95.4,No,3,0.261,Medium,1144.8000000000002,Add to loyalty nurture campaign
0036-IHMOT,One year,55,103.7,No,2,0.261,Medium,1244.4,Add to loyalty nurture campaign
9480-BQJEI,One year,62,92.3,No,3,0.261,Medium,1107.6,Add to loyalty nurture campaign
2972-YDYUW,One year,57,94.7,No,2,0.261,Medium,1136.4,Add to loyalty nurture campaign
5193-QLVZB,Two year,63,104.75,No,3,0.26,Medium,1257.0,Add to loyalty nurture campaign
5447-VYTKW,Month-to-month,27,53.45,No,3,0.26,Medium,641.4000000000001,Add to loyalty nurture campaign
7998-ZLXWN,Month-to-month,15,20.45,No,3,0.26,Medium,245.39999999999998,Add to loyalty nurture campaign
5092-STPKP,Month-to-month,24,56.35,No,3,0.26,Medium,676.2,Add to loyalty nurture campaign
7136-IHZJA,Month-to-month,40,71.35,No,4,0.26,Medium,856.1999999999999,Add to loyalty nurture campaign
7105-BENQF,One year,15,64.85,No,1,0.26,Medium,778.1999999999999,Add to loyalty nurture campaign
9152-AMKAK,Two year,6,80.25,No,3,0.26,Medium,963.0,Add to loyalty nurture campaign
8204-TIFGJ,Month-to-month,23,20.3,No,3,0.26,Medium,243.60000000000002,Add to loyalty nurture campaign
8200-KLNYW,One year,21,80.9,No,1,0.259,Medium,970.8000000000001,Add to loyalty nurture campaign
9853-JFZDU,Month-to-month,35,56.85,No,3,0.259,Medium,682.2,Add to loyalty nurture campaign
2408-PSJVE,Month-to-month,44,61.9,No,3,0.259,Medium,742.8,Add to loyalty nurture campaign
0218-QNVAS,One year,71,100.55,No,3,0.259,Medium,1206.6,Add to loyalty nurture campaign
1730-VFMWO,Month-to-month,34,50.2,No,3,0.258,Medium,602.4000000000001,Add to loyalty nurture campaign
0098-BOWSO,Month-to-month,27,19.4,No,3,0.258,Medium,232.79999999999998,Add to loyalty nurture campaign
1004-NOZNR,One year,56,94.8,No,3,0.258,Medium,1137.6,Add to loyalty nurture campaign
5382-TEMLV,Month-to-month,45,50.9,No,4,0.258,Medium,610.8,Add to loyalty nurture campaign
2969-WGHQO,One year,7,69.45,No,3,0.258,Medium,833.4000000000001,Add to loyalty nurture campaign
8815-LMFLX,Month-to-month,25,25.4,No,3,0.258,Medium,304.79999999999995,Add to loyalty nurture campaign
9896-UYMIE,One year,66,114.3,No,2,0.258,Medium,1371.6,Add to loyalty nurture campaign
0186-CAERR,One year,71,116.3,No,2,0.258,Medium,1395.6,Add to loyalty nurture campaign
9498-FIMXL,One year,8,19.2,No,2,0.257,Medium,230.39999999999998,Add to loyalty nurture campaign
7746-QYVCO,One year,16,55.85,No,1,0.257,Medium,670.2,Add to loyalty nurture campaign
1898-JSNDC,One year,39,58.6,No,1,0.257,Medium,703.2,Add to loyalty nurture campaign
9967-ATRFS,Month-to-month,19,19.9,No,3,0.256,Medium,238.79999999999998,Add to loyalty nurture campaign
8631-XVRZL,One year,9,20.15,No,2,0.256,Medium,241.79999999999998,Add to loyalty nurture campaign
5397-TUPSH,One year,65,70.95,No,3,0.256,Medium,851.4000000000001,Add to loyalty nurture campaign
8780-RSYYU,Month-to-month,25,19.2,No,3,0.256,Medium,230.39999999999998,Add to loyalty nurture campaign
2324-EFHVG,Two year,64,104.4,No,3,0.256,Medium,1252.8000000000002,Add to loyalty nurture campaign
8822-KNBHV,One year,48,83.45,No,2,0.256,Medium,1001.4000000000001,Add to loyalty nurture campaign
7707-PYBBH,Month-to-month,40,61.9,No,3,0.255,Medium,742.8,Add to loyalty nurture campaign
6469-MRVET,One year,1,20.2,No,2,0.254,Medium,242.39999999999998,Add to loyalty nurture campaign
3486-KHMLI,Month-to-month,21,24.7,No,3,0.254,Medium,296.4,Add to loyalty nurture campaign
8849-PRIQJ,One year,67,109.4,No,2,0.254,Medium,1312.8000000000002,Add to loyalty nurture campaign
5619-PTMIK,Month-to-month,46,53.1,No,4,0.253,Medium,637.2,Add to loyalty nurture campaign
0744-GKNGE,Month-to-month,64,86.8,No,5,0.253,Medium,1041.6,Add to loyalty nurture campaign
7356-AYNJP,One year,4,23.9,No,2,0.253,Medium,286.79999999999995,Add to loyalty nurture campaign
5149-CUZUJ,One year,28,92.9,No,2,0.252,Medium,1114.8000000000002,Add to loyalty nurture campaign
1492-QGCLU,Month-to-month,53,85.7,No,4,0.252,Medium,1028.4,Add to loyalty nurture campaign
4626-OZDTJ,One year,51,78.65,No,1,0.252,Medium,943.8000000000001,Add to loyalty nurture campaign
9134-WYRVP,One year,51,86.35,No,3,0.252,Medium,1036.1999999999998,Add to loyalty nurture campaign
3253-HKOKL,One year,52,100.3,No,3,0.251,Medium,1203.6,Add to loyalty nurture campaign
8246-SHFGA,Month-to-month,17,21.1,No,3,0.251,Medium,253.20000000000002,Add to loyalty nurture campaign
9060-HJJRW,One year,51,56.4,No,1,0.251,Medium,676.8,Add to loyalty nurture campaign
7989-AWGEH,Month-to-month,49,39.2,No,4,0.251,Medium,470.40000000000003,Add to loyalty nurture campaign
9738-QLWTP,One year,39,81.9,No,2,0.251,Medium,982.8000000000001,Add to loyalty nurture campaign
6749-UTDVX,Two year,72,103.65,No,3,0.251,Medium,1243.8000000000002,Add to loyalty nurture campaign
9495-REDIY,One year,25,40.65,No,1,0.251,Medium,487.79999999999995,Add to loyalty nurture campaign
8573-CGOCC,Month-to-month,16,19.75,No,3,0.251,Medium,237.0,Add to loyalty nurture campaign
5651-CRHKQ,One year,41,86.2,No,2,0.25,Medium,1034.4,Add to loyalty nurture campaign
2243-FNMMI,Month-to-month,20,19.4,No,3,0.25,Medium,232.79999999999998,Add to loyalty nurture campaign
0815-MFZGM,Two year,42,99.0,No,2,0.25,Medium,1188.0,Add to loyalty nurture campaign
8963-MQVYN,Month-to-month,22,20.55,No,3,0.25,Medium,246.60000000000002,Add to loyalty nurture campaign
0665-XHDJU,Two year,72,99.4,No,3,0.25,Medium,1192.8000000000002,Add to loyalty nurture campaign
3190-FZATL,Month-to-month,14,19.95,No,3,0.249,Medium,239.39999999999998,Add to loyalty nurture campaign
3327-YBAKM,One year,64,96.9,No,2,0.249,Medium,1162.8000000000002,Add to loyalty nurture campaign
3387-PLKUI,Month-to-month,13,18.8,No,3,0.249,Medium,225.60000000000002,Add to loyalty nurture campaign
0305-SQECB,One year,11,36.05,No,2,0.249,Medium,432.59999999999997,Add to loyalty nurture campaign
6718-BDGHG,One year,43,64.85,No,0,0.248,Medium,778.1999999999999,Add to loyalty nurture campaign
5777-KJIRB,One year,40,50.25,No,1,0.248,Medium,603.0,Add to loyalty nurture campaign
0842-IWYCP,Month-to-month,46,44.95,No,4,0.248,Medium,539.4000000000001,Add to loyalty nurture campaign
2023-VQFDL,Month-to-month,18,19.0,No,3,0.248,Medium,228.0,Add to loyalty nurture campaign
7641-TQFHN,Two year,39,100.55,No,2,0.248,Medium,1206.6,Add to loyalty nurture campaign
5693-PIPCS,Two year,41,99.65,No,2,0.248,Medium,1195.8000000000002,Add to loyalty nurture campaign
4801-KFYKL,Month-to-month,8,19.45,No,5,0.248,Medium,233.39999999999998,Add to loyalty nurture campaign
2911-IJORQ,One year,37,90.6,No,1,0.248,Medium,1087.1999999999998,Add to loyalty nurture campaign
1060-ENTOF,One year,67,105.4,No,2,0.247,Medium,1264.8000000000002,Add to loyalty nurture campaign
6784-XYJAE,One year,36,55.8,No,1,0.247,Medium,669.5999999999999,Add to loyalty nurture campaign
0136-IFMYD,Two year,69,109.95,No,2,0.247,Medium,1319.4,Add to loyalty nurture campaign
3096-WPXBT,One year,61,100.7,No,3,0.247,Medium,1208.4,Add to loyalty nurture campaign
4119-ZYPZY,Two year,71,106.8,No,2,0.247,Medium,1281.6,Add to loyalty nurture campaign
4423-JWZJN,One year,64,90.25,No,3,0.247,Medium,1083.0,Add to loyalty nurture campaign
0516-UXRMT,One year,62,92.05,No,3,0.246,Medium,1104.6,Add to loyalty nurture campaign
8405-IGQFX,One year,63,90.05,No,2,0.246,Medium,1080.6,Add to loyalty nurture campaign
4403-BWPAY,One year,14,24.8,No,0,0.246,Medium,297.6,Add to loyalty nurture campaign
8929-KSWIH,Two year,25,99.3,No,2,0.246,Medium,1191.6,Add to loyalty nurture campaign
8659-HDIYE,Month-to-month,64,74.65,No,4,0.246,Medium,895.8000000000001,Add to loyalty nurture campaign
0076-LVEPS,Month-to-month,29,45.0,No,3,0.246,Medium,540.0,Add to loyalty nurture campaign
3758-CKOQL,One year,59,107.0,No,2,0.245,Medium,1284.0,Add to loyalty nurture campaign
4713-ZBURT,Two year,45,99.7,No,3,0.245,Medium,1196.4,Add to loyalty nurture campaign
7047-YXDMZ,Month-to-month,21,20.0,No,3,0.245,Medium,240.0,Add to loyalty nurture campaign
6568-POCUI,Two year,45,95.2,No,2,0.245,Medium,1142.4,Add to loyalty nurture campaign
4683-WYDOU,Two year,62,107.6,No,2,0.245,Medium,1291.1999999999998,Add to loyalty nurture campaign
6738-ISCBM,One year,44,54.0,No,1,0.245,Medium,648.0,Add to loyalty nurture campaign
6994-FGRHH,One year,70,106.15,No,2,0.245,Medium,1273.8000000000002,Add to loyalty nurture campaign
4318-RAJVY,One year,10,19.8,No,2,0.244,Medium,237.60000000000002,Add to loyalty nurture campaign
2019-HDCZY,Two year,63,102.6,No,3,0.244,Medium,1231.1999999999998,Add to loyalty nurture campaign
5176-LDKUH,One year,48,75.15,No,3,0.244,Medium,901.8000000000001,Add to loyalty nurture campaign
2495-TTHBQ,One year,4,20.4,No,2,0.244,Medium,244.79999999999998,Add to loyalty nurture campaign
3428-MMGUB,Two year,60,89.55,No,3,0.244,Medium,1074.6,Add to loyalty nurture campaign
1304-SEGFY,Two year,72,97.85,No,3,0.244,Medium,1174.1999999999998,Add to loyalty nurture campaign
4134-BSXLX,Month-to-month,28,60.9,No,3,0.243,Medium,730.8,Add to loyalty nurture campaign
2266-SJNAT,One year,72,109.15,No,2,0.243,Medium,1309.8000000000002,Add to loyalty nurture campaign
9357-UJRUN,One year,24,58.35,No,0,0.243,Medium,700.2,Add to loyalty nurture campaign
4815-TUMEQ,One year,10,19.3,No,2,0.242,Medium,231.60000000000002,Add to loyalty nurture campaign
7102-JJVTX,One year,9,48.6,No,3,0.241,Medium,583.2,Add to loyalty nurture campaign
4525-VZCZG,One year,54,105.85,No,2,0.241,Medium,1270.1999999999998,Add to loyalty nurture campaign
1131-SUEKT,One year,61,98.45,No,2,0.241,Medium,1181.4,Add to loyalty nurture campaign
1247-QBVSH,Month-to-month,43,50.2,No,4,0.241,Medium,602.4000000000001,Add to loyalty nurture campaign
6924-TDGMT,One year,11,20.55,No,2,0.241,Medium,246.60000000000002,Add to loyalty nurture campaign
3824-RHKVR,Month-to-month,17,19.7,No,3,0.241,Medium,236.39999999999998,Add to loyalty nurture campaign
3160-TYXLT,Month-to-month,53,46.3,No,4,0.241,Medium,555.5999999999999,Add to loyalty nurture campaign
3716-LRGXK,Two year,60,101.15,No,3,0.241,Medium,1213.8000000000002,Add to loyalty nurture campaign
7956-XQWGU,Month-to-month,27,19.4,No,3,0.241,Medium,232.79999999999998,Add to loyalty nurture campaign
0661-KBKPA,One year,53,78.75,No,1,0.24,Medium,945.0,Add to loyalty nurture campaign
9938-ZREHM,One year,37,72.1,No,1,0.24,Medium,865.1999999999999,Add to loyalty nurture campaign
6480-YAGIY,One year,45,112.2,No,2,0.24,Medium,1346.4,Add to loyalty nurture campaign
6202-JVYEU,One year,9,19.9,No,2,0.24,Medium,238.79999999999998,Add to loyalty nurture campaign
0289-IVARM,Month-to-month,35,60.55,No,4,0.24,Medium,726.5999999999999,Add to loyalty nurture campaign
3896-RCYYE,Month-to-month,67,53.4,No,3,0.24,Medium,640.8,Add to loyalty nurture campaign
7803-XOCCZ,Month-to-month,52,84.05,No,5,0.239,Medium,1008.5999999999999,Add to loyalty nurture campaign
7940-UQQUG,One year,64,104.4,No,2,0.239,Medium,1252.8000000000002,Add to loyalty nurture campaign
9114-VEPUF,One year,62,96.1,No,3,0.239,Medium,1153.1999999999998,Add to loyalty nurture campaign
0547-HURJB,Month-to-month,12,21.05,No,5,0.239,Medium,252.60000000000002,Add to loyalty nurture campaign
7997-EASSD,One year,63,81.2,No,2,0.238,Medium,974.4000000000001,Add to loyalty nurture campaign
6242-SGYTS,One year,62,94.95,No,3,0.238,Medium,1139.4,Add to loyalty nurture campaign
6319-QSUSR,Month-to-month,11,19.7,No,5,0.238,Medium,236.39999999999998,Add to loyalty nurture campaign
8387-UGUSU,Month-to-month,15,20.05,No,3,0.238,Medium,240.60000000000002,Add to loyalty nurture campaign
4922-CVPDX,Two year,26,73.5,No,2,0.238,Medium,882.0,Add to loyalty nurture campaign
